vendor_name,service_month,consultant_count,hours_billed,amount_billed,amount_paid,accrual_amount,exception_count,accrual_pct
"Gridpoint, Inc",2019-07-13,4,160,16000,0,16000,4,99.99
Talentburst Inc.,2020-05-23,7,200,16000,0,16000,7,99.99
NTT DATA Inc.,2020-03-28,4,160,16000,0,16000,4,99.99
Talentburst Inc.,2020-09-05,6,200,16000,0,16000,6,99.99
AIT Global Inc.,2023-12-31,5,160,16000,0,16000,5,99.99
Sysmind,2024-02-29,11,256,16000,0,16000,10,99.99
"Modis, Inc",2016-04-30,12,232,16000,0,16000,8,99.99
"NGI Capital, Inc. dba Apex IT",2016-04-30,5,160,16000,0,16000,4,99.99
Tekis Hub,2022-05-31,5,160,16000,0,16000,5,99.99
AIT Global Inc.,2023-07-31,5,160,16000,0,16000,5,99.99
Tekis Hub,2022-01-31,5,160,16000,0,16000,5,99.99
Unique Computer Inc.,2016-06-30,9,200,16000,0,16000,9,99.99
"NGI Capital, Inc. dba Apex IT",2015-02-28,4,160,16000,0,16000,4,99.99
"Diverse Lynx, LLC",2022-08-31,10,276,15995.03,0,15995.03,10,99.99
Staff Labs Inc,2015-06-30,18,176,15985.28,0,15985.28,10,99.99
Tek Systems,2022-05-14,6,232,15982.1,0,15982.1,6,99.99
Harvey Nash,2022-06-30,7,188,15980,0,15980,7,99.99
"Gridpoint, Inc",2018-05-31,5,170,15980,0,15980,5,99.99
AIT Global Inc.,2022-10-31,5,168,15960,0,15960,5,99.99
American Municipal Power Inc.,2024-02-29,6,168,15960,0,15960,6,99.99
American Municipal Power Inc.,2025-02-01,5,168,15960,0,15960,5,99.99
Last Word Consulting Inc.,2018-05-05,10,336,15960,0,15960,10,99.99
"Unique IT Solutions,Inc",2022-05-31,5,168,15960,0,15960,5,99.99
"Unique IT Solutions,Inc",2021-10-31,5,168,15960,0,15960,5,99.99
"Unique IT Solutions,Inc",2022-06-30,5,168,15960,0,15960,5,99.99
"Unique IT Solutions,Inc",2019-12-31,5,168,15960,0,15960,5,99.99
Inter-American Development Bank,2024-07-31,5,168,15960,0,15960,5,99.99
AIT Global Inc.,2022-09-30,5,168,15960,0,15960,5,99.99
AIT Global Inc.,2022-11-30,5,168,15960,0,15960,5,99.99
"Unique IT Solutions,Inc",2021-07-31,5,168,15960,0,15960,5,99.99
"Unique IT Solutions,Inc",2021-10-02,5,168,15960,0,15960,5,99.99
American Municipal Power Inc.,2025-04-05,6,168,15960,0,15960,5,99.99
"Unique IT Solutions,Inc",2021-07-03,5,168,15960,0,15960,5,99.99
Last Word Consulting Inc.,2018-06-30,10,336,15960,0,15960,10,99.99
"Unique IT Solutions,Inc",2018-05-05,5,168,15960,0,15960,5,99.99
AIT Global Inc.,2023-06-03,5,168,15960,0,15960,5,99.99
"Unique IT Solutions,Inc",2016-10-31,5,168,15960,0,15960,5,99.99
Last Word Consulting Inc.,2018-07-31,11,336,15960,0,15960,11,99.99
"Unique IT Solutions,Inc",2020-09-05,5,168,15960,0,15960,5,99.99
"Unique IT Solutions,Inc",2018-06-30,5,168,15960,0,15960,5,99.99
"Unique IT Solutions,Inc",2018-07-31,5,168,15960,0,15960,5,99.99
Experis,2019-01-05,13,304,15956.16,0,15956.16,10,99.99
"Diverse Lynx, LLC",2018-03-31,28,364,15948,0,15948,18,99.99
Software People Inc,2018-05-05,11,320,15940.59,0,15940.59,10,99.99
"SK Net, LLC. (""SK Net"")",2018-05-31,5,177,15930,0,15930,5,99.99
e&e IT Consulting Services,2020-01-31,6,182,15925,0,15925,6,99.99
Strategic Staffing Solutions.L.C.,2015-03-31,8,199,15920,0,15920,8,99.99
"iTech US, Inc.",2017-02-28,11,312,15915.2,0,15915.2,10,99.99
L&T Technology Services Limited,2018-01-31,9,312,15912,0,15912,9,99.99
Inventions Inc.,2022-10-31,7,190,15910,0,15910,7,99.99
"iTech US, Inc",2024-07-27,5,192,15904,0,15904,5,99.99
The MM Group,2018-03-31,9,309,15900,0,15900,9,99.99
US Tech Solutions,2019-03-31,9,212,15900,0,15900,9,99.99
"BOSS Technologies, Inc.",2016-03-31,11,360,15897.27,0,15897.27,10,99.99
Last Word Consulting Inc.,2018-03-31,20,352,15880,0,15880,15,99.99
Tek Systems,2015-06-27,7,266,15853.75,0,15853.75,7,99.99
Genesis Corp,2015-02-21,7,180,15850,0,15850,7,99.99
"Digital Intelligence Systems, LLC (DISYS)",2018-07-31,6,178,15842,0,15842,6,99.99
"Digital Intelligence Systems, LLC (DISYS)",2018-06-30,7,178,15842,0,15842,7,99.99
Unique Computer Inc.,2022-01-31,8,179,15841.5,0,15841.5,8,99.99
Tek Systems,2021-08-21,7,234,15840.67,0,15840.67,7,99.99
Bayone Solutions Inc,2020-01-31,15,144,15840,0,15840,10,99.99
Randstad Technologies,2013-12-31,6,176,15840,0,15840,6,99.99
Cyberbahn Federal Solutions LLC,2021-04-30,5,176,15840,0,15840,5,99.99
"SK Net, LLC. (""SK Net"")",2017-05-31,5,176,15840,0,15840,5,99.99
Bank United,2015-12-31,5,176,15840,0,15840,5,99.99
"Innovatis Technologies, LLC",2017-06-30,10,352,15840,0,15840,10,99.99
"SK Net, LLC. (""SK Net"")",2017-06-30,5,176,15840,0,15840,5,99.99
"iTech US, Inc",2019-02-02,5,176,15840,0,15840,5,99.99
EdgeRock,2015-03-31,5,176,15840,0,15840,5,99.99
Thretha Inc.,2025-02-28,8,232,15840,0,15840,8,99.99
"SK Net, LLC. (""SK Net"")",2018-10-31,5,176,15840,0,15840,5,99.99
Inter-American Development Bank,2018-02-28,7,176,15840,0,15840,7,99.99
"SK Net, LLC. (""SK Net"")",2018-03-31,5,176,15840,0,15840,5,99.99
Comptech Associates Inc.,2018-03-31,5,176,15840,0,15840,5,99.99
Comptech Associates Inc.,2018-01-31,5,176,15840,0,15840,5,99.99
Itbrainiac Inc,2016-01-31,10,320,15840,0,15840,8,99.99
Strategic Staffing Solutions.L.C.,2015-04-30,8,198,15840,0,15840,8,99.99
"SPAR Solutions, LLC",2023-09-30,6,176,15840,0,15840,6,99.99
"BOSS Technologies, Inc.",2016-06-30,10,352,15840,0,15840,10,99.99
Insource,2019-08-31,5,176,15840,0,15840,5,99.99
"iTech US, Inc",2015-07-31,5,176,15840,0,15840,5,99.99
"Innovatis Technologies, LLC",2017-05-31,10,352,15840,0,15840,10,99.99
Okaya Inc.,2022-05-31,5,176,15840,0,15840,5,99.99
Okaya Inc.,2021-11-30,5,176,15840,0,15840,5,99.99
Inter-American Development Bank,2018-11-03,5,176,15840,0,15840,5,99.99
Insource,2019-08-03,5,176,15840,0,15840,5,99.99
Tek Systems,2015-03-07,20,239,15835.3,0,15835.3,13,99.99
Datanomics,2019-03-31,16,-400,15830,0,15830,10,99.99
Genesis Corp,2015-02-07,8,179,15825,0,15825,8,99.99
UNFI,2020-01-31,5,184,15824,0,15824,5,99.99
UNFI,2019-10-31,5,184,15824,0,15824,5,99.99
CompNova,2017-06-30,9,304,15808,0,15808,9,99.99
"Digital Intelligence Systems, LLC (DISYS)",2020-05-31,5,160,15806.4,0,15806.4,5,99.99
Itbrainiac Inc,2016-09-30,10,320,15800,0,15800,9,99.99
Tek Systems,2022-07-09,7,230,15794.89,0,15794.89,7,99.99
"Gridpoint, Inc",2016-05-31,5,168,15792,0,15792,5,99.99
"Deltaformix Solutions, Inc",2016-02-29,5,168,15792,0,15792,5,99.99
"Gridpoint, Inc",2016-04-30,5,168,15792,0,15792,5,99.99
Okaya Inc.,2023-01-31,5,168,15792,0,15792,5,99.99
"Gridpoint, Inc",2016-12-31,5,168,15792,0,15792,5,99.99
Corvus Technology Resources,2017-06-30,7,188,15792,0,15792,7,99.99
"Gridpoint, Inc",2017-01-31,5,168,15792,0,15792,5,99.99
Okaya Inc.,2024-02-29,6,168,15792,0,15792,6,99.99
"Gridpoint, Inc",2016-09-30,5,168,15792,0,15792,5,99.99
"Gridpoint, Inc",2019-02-02,5,168,15792,0,15792,5,99.99
Corvus Technology Resources,2016-03-31,6,188,15792,0,15792,6,99.99
"Gridpoint, Inc",2018-07-31,5,168,15792,0,15792,5,99.99
"Gridpoint, Inc",2017-11-30,5,168,15792,0,15792,5,99.99
"Gridpoint, Inc",2018-08-31,5,168,15792,0,15792,5,99.99
"Gridpoint, Inc",2017-07-31,6,168,15792,0,15792,6,99.99
Okaya Inc.,2023-06-30,5,168,15792,0,15792,5,99.99
NTT Data,2016-12-31,8,227,15784,0,15784,8,99.99
"International Logic Systems, Inc.",2017-07-31,8,189,15781.5,0,15781.5,8,99.99
AmpsTek LLC,2024-11-30,5,220,15776.2,0,15776.2,5,99.99
BC Forward,2014-12-31,13,181,15765.32,0,15765.32,8,99.99
Inter-American Development Bank,2021-07-03,6,168,15765.12,0,15765.12,6,99.99
Unique Computer Inc.,2020-09-05,8,178,15753,0,15753,8,99.99
"Innovatis Technologies, LLC",2016-11-30,27,350,15750,0,15750,21,99.99
Exatech Inc,2016-02-29,10,328,15744,0,15744,10,99.99
Tek Systems,2015-06-13,8,266.5,15736.42,0,15736.42,8,99.99
Tek Systems,2014-11-01,14,240.5,15734.37,0,15734.37,7,99.99
Software People Inc,2018-06-30,25,317.75,15733.52,0,15733.52,16,99.99
Last Word Consulting Inc.,2016-08-31,13,393,15720,0,15720,13,99.99
Tekis Hub,2016-11-30,9,160,15713.83,0,15713.83,5,99.99
Tek Systems,2021-12-04,13,228,15688.2,0,15688.2,13,99.99
TCC Software Solutions,2021-12-31,10,284,15688,0,15688,10,99.99
"Scalable Systems, Inc.",2021-03-31,6,224,15680,0,15680,6,99.99
"SPAR Solutions, LLC",2020-12-31,8,196,15680,0,15680,7,99.99
American Municipal Power Inc.,2023-06-30,5,165,15675,0,15675,5,99.99
American Partners Inc.,2014-08-31,8,160,15669.45,0,15669.45,4,99.99
Knowledge Builders Inc,2024-01-11,8,177,15664.5,0,15664.5,8,99.99
Unique Computer Inc.,2021-01-09,6,177,15664.5,0,15664.5,6,99.99
Newron Tech,2017-10-31,10,198,15664,0,15664,10,99.99
Devcare Solutions,2017-08-31,6,191,15662,0,15662,6,99.99
The MM Group,2017-12-31,10,301,15660,0,15660,10,99.99
Genesis Corp,2015-06-13,6,167,15650,0,15650,6,99.99
IDC Technologies,2015-05-31,10,312,15648,0,15648,10,99.99
PROSPANCE INC,2014-10-31,5,184,15640,0,15640,5,99.99
Harvey Nash,2023-03-31,5,184,15640,0,15640,5,99.99
Dew Point,2019-02-16,5,184,15640,0,15640,5,99.99
Harvey Nash,2022-03-31,5,184,15640,0,15640,5,99.99
American Municipal Power Inc.,2022-08-31,5,184,15640,0,15640,5,99.99
Dew Point,2018-12-15,5,184,15640,0,15640,5,99.99
American Municipal Power Inc.,2023-03-31,5,184,15640,0,15640,5,99.99
Harvey Nash,2022-08-31,5,184,15640,0,15640,5,99.99
RIIM LLC,2022-08-31,5,184,15640,0,15640,5,99.99
American Municipal Power Inc.,2022-03-31,5,184,15640,0,15640,5,99.99
Infovision Consultants Inc,2021-04-03,5,184,15640,0,15640,5,99.99
Lirik Inc.,2018-10-31,5,184,15640,0,15640,5,99.99
Knowledge Builders Inc,2025-05-31,16,172.5,15637.5,0,15637.5,11,99.99
Software People Inc,2018-03-03,12,318.5,15636.75,0,15636.75,12,99.99
HireGenics Inc  (ACS Group),2020-10-31,8,179,15635.65,0,15635.65,8,99.99
ProActive Staffing Strategies Inc .,2024-08-31,5,168,15624,0,15624,5,99.99
ProActive Staffing Strategies Inc .,2025-05-31,5,168,15624,0,15624,5,99.99
TCC Software Solutions,2015-08-31,10,336,15624,0,15624,10,99.99
ProActive Staffing Strategies Inc .,2025-02-01,5,168,15624,0,15624,5,99.99
ProActive Staffing Strategies Inc .,2025-04-05,6,168,15624,0,15624,5,99.99
Knowledge Builders Inc,2023-10-31,18,176.5,15620.25,0,15620.25,12,99.99
Tek Systems,2022-04-30,7,244,15618.52,0,15618.52,7,99.99
w3r Consulting,2022-04-02,10,230,15617,0,15617,10,99.99
TCC Software Solutions,2022-12-31,10,256,15616,0,15616,8,99.99
"Unique IT Solutions,Inc",2019-09-30,6,160,15606.88,0,15606.88,5,99.99
"Gridpoint, Inc",2016-11-30,5,166,15604,0,15604,5,99.99
CMK Resources Inc.,2025-04-05,1,0,15600,0,15600,0,99.99
US Tech Solutions,2019-01-31,8,208,15600,0,15600,8,99.99
CMK Resources Inc.,2025-05-10,1,0,15600,0,15600,0,99.99
CMK Resources Inc.,2025-06-07,1,1,15600,0,15600,1,99.99
Ask Consulting,2022-07-02,8,208,15600,0,15600,8,99.99
"Thought Creek, Inc",2015-12-31,12,222,15582.24,0,15582.24,8,99.99
American Municipal Power Inc.,2024-12-31,5,164,15580,0,15580,5,99.99
Inter-American Development Bank,2024-05-31,5,164,15580,0,15580,5,99.99
BCforward,2017-11-30,11,314.5,15578.64,0,15578.64,11,99.99
Knowledge Builders Inc,2024-04-30,5,176,15576,0,15576,5,99.99
Unique Computer Inc.,2021-07-10,5,176,15576,0,15576,5,99.99
Datanomics,2018-05-31,7,224,15568,0,15568,7,99.99
Judge Group,2019-04-20,6,224,15568,0,15568,6,99.99
Randstad Technologies,2022-03-19,7,239.5,15560,0,15560,7,99.99
HireGenics Inc  (ACS Group),2020-12-31,7,178,15548.3,0,15548.3,7,99.99
Itbrainiac Inc,2015-12-31,9,312,15544,0,15544,9,99.99
Tek Systems,2022-03-12,8,233,15543.74,0,15543.74,8,99.99
Sysmind,2022-06-30,11,276,15532,0,15532,9,99.99
"ECLAT Integrated Software Solutions, Inc",2015-05-31,8,172.5,15525,0,15525,8,99.99
Tekis Hub,2022-11-30,5,160,15520,0,15520,5,99.99
Tek Systems,2020-04-25,8,239.5,15512.19,0,15512.19,8,99.99
Itbrainiac Inc,2016-05-31,20,312,15504,0,15504,15,99.99
The Matlen Silver Group Inc.,2023-05-31,15,176,15488,0,15488,10,99.99
Knowledge Builders Inc,2023-04-30,5,175,15487.5,0,15487.5,5,99.99
"iTech US, Inc.",2017-05-31,10,304,15484,0,15484,8,99.99
"BOSS Technologies, Inc.",2016-05-31,10,344,15480,0,15480,10,99.99
eTeam,2014-07-31,10,344,15480,0,15480,10,99.99
Randstad Technologies,2014-02-28,6,172,15480,0,15480,6,99.99
Randstad Technologies,2014-01-31,6,172,15480,0,15480,6,99.99
Unique Computer Inc.,2018-05-31,24,193.5,15480,0,15480,16,99.99
IIT Inc.,2014-09-30,8,212,15476,0,15476,8,99.99
"iTech US, Inc",2019-05-04,10,336,15472,0,15472,10,99.99
KPIT,2019-12-31,8,166,15470,0,15470,6,99.99
"Unique IT Solutions,Inc",2019-03-02,6,160,15466.71,0,15466.71,5,99.99
HireGenics Inc  (ACS Group),2025-02-01,5,177,15460.95,0,15460.95,5,99.99
HireGenics Inc  (ACS Group),2024-06-30,5,177,15460.95,0,15460.95,4,99.99
Tek Systems,2022-04-16,6,240,15459.3,0,15459.3,6,99.99
Devcare Solutions,2019-10-31,5,184,15456,0,15456,5,99.99
Corvus Technology Resources,2015-07-31,5,184,15456,0,15456,5,99.99
"Predictif Solutions, LLC",2021-10-31,23,168,15456,0,15456,14,99.99
Devcare Solutions,2018-11-03,5,184,15456,0,15456,5,99.99
Insight Global LLC,2019-01-05,10,264,15452,0,15452,9,99.99
e&e IT Consulting Services,2020-10-03,6,176.5,15443.75,0,15443.75,6,99.99
Incubit LLC,2022-02-28,8,232,15440,0,15440,8,99.99
"E-Solutions, Inc.",2022-08-31,10,264,15440,0,15440,7,99.99
BCforward,2017-12-31,10,312,15428.16,0,15428.16,10,99.99
Tek Systems,2024-03-30,11,240,15423,0,15423,8,99.99
Tek Systems,2022-04-02,13,240,15415.87,0,15415.87,13,99.99
TCC Software Solutions,2014-05-17,10,321,15408,0,15408,10,99.99
Softratech LLC.,2022-11-30,6,200,15400,0,15400,6,99.99
"Enterprise Consulting Services, Inc",2017-07-31,6,154,15400,0,15400,6,99.99
Resource Research Company (RSC Solutions)),2017-12-31,20,440,15400,0,15400,14,99.99
RSC Solutions (Resource Search Company),2018-09-30,25,424,15400,0,15400,16,99.99
Unique Computer Inc.,2022-06-30,6,174,15399,0,15399,6,99.99
Tek Systems,2014-04-26,9,281,15391.11,0,15391.11,9,99.99
American Municipal Power Inc.,2024-03-30,5,162,15390,0,15390,5,99.99
Gardner Resources Consulting LLC,2024-03-31,7,205,15375,0,15375,7,99.99
US Tech Solutions,2019-03-02,8,205,15375,0,15375,8,99.99
HireGenics Inc  (ACS Group),2025-04-30,5,176,15373.6,0,15373.6,5,99.99
Talentburst Inc.,2020-07-04,6,192,15360,0,15360,6,99.99
Trans American Information System,2014-02-28,8,320,15360,0,15360,8,99.99
CMK Resources Inc.,2024-08-03,1,0,15360,0,15360,0,99.99
CMK Resources Inc.,2024-09-28,7,0,15360,0,15360,0,99.99
Dexian DISYS,2025-04-30,7,240,15360,0,15360,7,99.99
CMK Resources Inc.,2024-09-30,6,0,15360,0,15360,0,99.99
CMK Resources Inc.,2024-11-09,1,0,15360,0,15360,0,99.99
CMK Resources Inc.,2024-11-30,1,0,15360,0,15360,0,99.99
NAM Info Inc,2021-09-04,6,192,15349.12,0,15349.12,6,99.99
"Digital Intelligence Systems, LLC (DISYS)",2020-07-04,5,176,15345.44,0,15345.44,5,99.99
"ECLAT Integrated Software Solutions, Inc",2014-10-31,10,293.5,15345,0,15345,10,99.99
"Digital Intelligence Systems, LLC (DISYS)",2020-10-31,5,176,15343.68,0,15343.68,5,99.99
"Digital Intelligence Systems, LLC (DISYS)",2020-07-31,7,174,15341.92,0,15341.92,5,99.99
"Next Level Business Services, Inc.",2023-05-31,5,176,15312,0,15312,5,99.99
"Next Level Business Services, Inc.",2022-09-03,5,176,15312,0,15312,5,99.99
"Next Level Business Services, Inc.",2023-10-31,5,176,15312,0,15312,5,99.99
"Next Level Business Services, Inc.",2023-03-31,5,176,15312,0,15312,5,99.99
Inter-American Development Bank,2018-10-31,5,176,15312,0,15312,5,99.99
BCforward,2017-10-31,11,308,15301.44,0,15301.44,11,99.99
EdgeRock,2015-04-30,6,170,15300,0,15300,6,99.99
Experis,2014-02-28,9,204,15300,0,15300,9,99.99
"ECLAT Integrated Software Solutions, Inc",2015-11-30,8,170,15300,0,15300,8,99.99
"Next Level Business Services, Inc.",2018-06-30,9,204,15300,0,15300,9,99.99
HireGenics Inc  (ACS Group),2024-08-31,5,175,15286.25,0,15286.25,4,99.99
RSC Solutions (Resource Search Company),2017-07-31,15,432,15280,0,15280,14,99.99
Solution IT,2014-10-31,6,204,15276,0,15276,6,99.99
Navitas Partners LLC.,2022-08-31,6,186,15252,0,15252,6,99.99
Devcare Solutions,2016-08-31,6,186,15252,0,15252,6,99.99
Unique Computer Inc.,2020-02-29,8,190.5,15240,0,15240,8,99.99
"NGI Capital, Inc. dba Apex IT",2015-05-31,6,124,15232.01,0,15232.01,4,99.99
ASCII Group LLC,2020-10-03,13,368,15225.28,0,15225.28,13,99.99
e&e IT Consulting Services,2019-10-31,15,174,15225,0,15225,10,99.99
Software Specialists,2014-08-31,10,217.5,15225,0,15225,10,99.99
"Digital Intelligence Systems, LLC (DISYS)",2018-05-05,5,171,15219,0,15219,5,99.99
"Pinnacle Software Consulting, Inc.",2023-09-30,10,296,15216,0,15216,9,99.99
Itbrainiac Inc,2015-08-31,20,312,15216,0,15216,15,99.99
Comptech Associates Inc.,2018-12-22,6,169,15210,0,15210,6,99.99
Comptech Associates Inc.,2019-01-05,7,169,15210,0,15210,6,99.99
w3r Consulting,2023-09-02,10,224,15209.6,0,15209.6,10,99.99
w3r Consulting,2021-01-31,7,224,15209.6,0,15209.6,7,99.99
Trans American Information System,2014-09-30,10,316,15208,0,15208,9,99.99
Diversant LLC,2016-09-17,7,99,15200.1,0,15200.1,6,99.99
KPIT,2018-11-30,5,160,15200,0,15200,5,99.99
"Unique IT Solutions,Inc",2017-11-30,5,160,15200,0,15200,5,99.99
"Unique IT Solutions,Inc",2021-05-31,4,160,15200,0,15200,4,99.99
American Municipal Power Inc.,2024-04-30,5,160,15200,0,15200,5,99.99
"Unique IT Solutions,Inc",2020-02-29,4,160,15200,0,15200,4,99.99
"Gridpoint, Inc",2019-11-30,5,152,15200,0,15200,5,99.99
"Unique IT Solutions,Inc",2020-05-31,5,160,15200,0,15200,5,99.99
"Unique IT Solutions,Inc",2018-12-01,5,160,15200,0,15200,5,99.99
American Municipal Power Inc.,2024-09-30,5,160,15200,0,15200,5,99.99
Corvus Technology Inc.,2021-12-31,6,190,15200,0,15200,6,99.99
Unique Computer Inc.,2016-08-31,7,190,15200,0,15200,7,99.99
"Unique IT Solutions,Inc",2017-09-30,5,160,15200,0,15200,5,99.99
"Unique IT Solutions,Inc",2018-03-03,5,160,15200,0,15200,5,99.99
AIT Global Inc.,2023-06-30,5,160,15200,0,15200,5,99.99
AIT Global Inc.,2023-01-31,5,160,15200,0,15200,5,99.99
AIT Global Inc.,2022-06-30,5,160,15200,0,15200,5,99.99
American Municipal Power Inc.,2023-07-31,5,160,15200,0,15200,5,99.99
AIT Global Inc.,2024-11-30,5,152,15200,0,15200,5,99.99
CompuCom IT Workforce Solution,2015-01-24,5,152,15200,0,15200,5,99.99
Tekis Hub,2022-02-28,5,152,15200,0,15200,4,99.99
Evoke Technologies Inc,2018-12-22,5,160,15200,0,15200,5,99.99
Inter-American Development Bank,2022-02-19,5,160,15200,0,15200,5,99.99
Diversant LLC,2015-03-07,4,19,15200,0,15200,4,99.99
"Unique IT Solutions,Inc",2022-07-31,5,160,15200,0,15200,5,99.99
"Unique IT Solutions,Inc",2017-07-31,5,160,15200,0,15200,5,99.99
"Unique IT Solutions,Inc",2022-01-31,5,160,15200,0,15200,5,99.99
"Gridpoint, Inc",2020-03-07,4,152,15200,0,15200,4,99.99
"Unique IT Solutions,Inc",2019-06-30,4,160,15200,0,15200,4,99.99
"Unique IT Solutions,Inc",2021-11-30,5,160,15200,0,15200,5,99.99
"Innovatis Technologies, LLC",2018-09-30,10,304,15200,0,15200,8,99.99
Diversant LLC,2016-04-09,5,19,15200,0,15200,5,99.99
American Municipal Power Inc.,2023-09-30,5,160,15200,0,15200,5,99.99
American Municipal Power Inc.,2024-06-30,5,160,15200,0,15200,4,99.99
AIT Global Inc.,2022-07-31,5,160,15200,0,15200,5,99.99
"Unique IT Solutions,Inc",2017-04-30,4,160,15200,0,15200,4,99.99
Evoke Technologies Inc,2019-01-05,6,160,15200,0,15200,5,99.99
Inter-American Development Bank,2023-11-30,1,160,15200,0,15200,1,99.99
"Unique IT Solutions,Inc",2019-03-31,4,160,15200,0,15200,4,99.99
"Gridpoint, Inc",2019-09-30,5,152,15200,0,15200,5,99.99
"SPAR Solutions, LLC",2021-04-30,8,190,15200,0,15200,8,99.99
Promantis,2015-11-30,13,323,15181,0,15181,13,99.99
Promantis,2016-01-31,14,323,15181,0,15181,12,99.99
Tek Systems,2021-12-25,8,202,15176.67,0,15176.67,7,99.99
Tek Systems,2015-07-18,8,245,15137.27,0,15137.27,7,99.99
UNFI,2020-03-31,5,176,15136,0,15136,5,99.99
UNFI,2019-08-31,5,176,15136,0,15136,5,99.99
SevenTablets Inc.,2025-04-30,10,352,15136,0,15136,10,99.99
UNFI,2020-01-04,5,176,15136,0,15136,5,99.99
"Gridpoint, Inc",2019-05-04,5,161,15134,0,15134,5,99.99
Unique Computer Inc.,2020-10-03,6,171,15133.5,0,15133.5,6,99.99
Bank United,2014-10-31,7,178,15130,0,15130,7,99.99
"SK Net, LLC. (""SK Net"")",2019-01-31,5,168,15120,0,15120,5,99.99
"SK Net, LLC. (""SK Net"")",2018-07-31,5,168,15120,0,15120,5,99.99
Bank United,2015-08-31,5,168,15120,0,15120,5,99.99
"SPAR Solutions, LLC",2023-10-31,5,168,15120,0,15120,5,99.99
"Innovatis Technologies, LLC",2017-07-31,12,336,15120,0,15120,12,99.99
"SK Net, LLC. (""SK Net"")",2018-01-31,5,168,15120,0,15120,5,99.99
Devcare Solutions,2018-05-05,8,180,15120,0,15120,8,99.99
eTeam,2015-03-31,11,336,15120,0,15120,10,99.99
"Innovatis Technologies, LLC",2016-09-30,10,336,15120,0,15120,10,99.99
TCC Software Solutions,2016-04-30,10,336,15120,0,15120,10,99.99
"SK Net, LLC. (""SK Net"")",2017-10-31,5,168,15120,0,15120,5,99.99
"Laiba Technologies, LLC",2022-09-30,10,336,15120,0,15120,10,99.99
"SK Net, LLC. (""SK Net"")",2018-04-30,5,168,15120,0,15120,5,99.99
"SPAR Solutions, LLC",2020-07-04,7,189,15120,0,15120,7,99.99
Okaya Inc.,2021-10-31,5,168,15120,0,15120,5,99.99
"BOSS Technologies, Inc.",2016-04-30,12,336,15120,0,15120,10,99.99
"iTech US, Inc",2015-09-30,5,168,15120,0,15120,5,99.99
"Innovatis Technologies, LLC",2017-01-31,10,336,15120,0,15120,10,99.99
Corvus Technology Resources,2016-11-30,6,180,15120,0,15120,6,99.99
Okaya Inc.,2021-12-31,5,168,15120,0,15120,5,99.99
Okaya Inc.,2022-01-31,5,168,15120,0,15120,5,99.99
Okaya Inc.,2021-10-02,5,168,15120,0,15120,5,99.99
"Innovatis Technologies, LLC",2016-12-31,10,336,15120,0,15120,10,99.99
"iTech US, Inc",2015-08-31,5,168,15120,0,15120,5,99.99
Tek Systems,2014-11-15,8,233.5,15119.09,0,15119.09,8,99.99
"Vendorpaas, Inc.",2022-06-30,5,168,15114.96,0,15114.96,5,99.99
"Vendorpaas, Inc.",2022-05-31,5,168,15114.96,0,15114.96,5,99.99
"Vendorpaas, Inc.",2022-04-30,5,168,15114.96,0,15114.96,5,99.99
